QUERY_ID	COG_ID	CDD_ID	EVALUE	IDENTITY	GENE_NAME	COG_NAME	COG_LETTER	COG_DESCRIPTION
NIDLIJIB_00638	COG0358	440127	0.0	53.901	DnaG	DNA primase (bacterial type)	L	Replication, recombination and repair
NIDLIJIB_00639	COG0828	440590	2.13e-18	59.677	RpsU	Ribosomal protein S21	J	Translation, ribosomal structure and biogenesis
NIDLIJIB_00640	COG0533	440299	0.0	61.862	TsaD	tRNA A37 threonylcarbamoyltransferase TsaD	J	Translation, ribosomal structure and biogenesis
NIDLIJIB_00641	COG0471	440239	1.77e-77	31.398	CitT	Di- and tricarboxylate antiporter	G	Carbohydrate transport and metabolism
NIDLIJIB_00642	COG1838	441443	1.65e-72	36.842	FumA	Tartrate dehydratase beta subunit/Fumarate hydratase class I, C-terminal domain	C	Energy production and conversion
NIDLIJIB_00643	COG1951	441554	4.65e-118	40.625	TtdA	Tartrate dehydratase alpha subunit/Fumarate hydratase class I, N-terminal domain	C	Energy production and conversion
NIDLIJIB_00644	COG0583	440348	2.05e-59	24.83	LysR	DNA-binding transcriptional regulator, LysR family	K	Transcription
NIDLIJIB_00645	COG0344	440113	5.08e-84	45.745	PlsY	Phospholipid biosynthesis protein PlsY, probable glycerol-3-phosphate acyltransferase	I	Lipid transport and metabolism
NIDLIJIB_00646	COG1539	441148	5.2e-50	46.552	FolB	Dihydroneopterin aldolase	H	Coenzyme transport and metabolism
NIDLIJIB_00647	COG1968	441571	5.59e-114	48.699	UppP	Undecaprenyl pyrophosphate phosphatase	I	Lipid transport and metabolism
NIDLIJIB_00648	COG0617	440382	2.48e-129	37.799	PcnB	tRNA nucleotidyltransferase (CCA-adding enzyme)/poly(A) polymerase	J	Translation, ribosomal structure and biogenesis
NIDLIJIB_00649	COG3103	442337	7.86e-23	45.455	YgiM	Uncharacterized conserved protein YgiM, contains N-terminal SH3 domain, DUF1202 family	R	General function prediction only
NIDLIJIB_00650	COG3025	442261	1.69e-109	47.71	PPPi	Inorganic triphosphatase YgiF, contains CYTH and CHAD domains	P	Inorganic ion transport and metabolism
NIDLIJIB_00651	COG1391	441001	0.0	56.902	GlnE1	Glutamine synthetase adenylyltransferase	O	Posttranslational modification, protein turnover, chaperones
NIDLIJIB_00652	COG2870	442117	7.34e-172	56.646	RfaE	ADP-heptose synthase, bifunctional sugar kinase/adenylyltransferase	M	Cell wall/membrane/envelope biogenesis
NIDLIJIB_00653	COG2268	441869	6.55e-90	33.333	YqiK	Flotillin family membrane protein YqiK, contains Band7/PHB/SPFH domain	R	General function prediction only
NIDLIJIB_00657	COG3121	442355	1.84e-58	30.833	FimC	P pilus assembly protein, chaperone PapD	W	Extracellular structures
NIDLIJIB_00658	COG3188	442421	0.0	33.495	FimD	Outer membrane usher protein FimD/PapC	N	Cell motility
NIDLIJIB_00659	COG3539	442760	1e-38	34.807	FimA	Pilin (type 1 fimbrial protein)	N	Cell motility
NIDLIJIB_00660	COG2960	442200	1.02e-31	48.101	UbiK	Ubiquinone biosynthesis accessory factor UbiK	H	Coenzyme transport and metabolism
NIDLIJIB_00661	COG0108	439878	2e-127	57.711	RibB	3,4-dihydroxy-2-butanone 4-phosphate synthase	H	Coenzyme transport and metabolism
NIDLIJIB_00663	COG0428	440197	4.86e-53	42.8	ZupT	Zinc transporter ZupT	P	Inorganic ion transport and metabolism
NIDLIJIB_00664	COG3384	442611	8.43e-131	50.0	LigB	Aromatic ring-opening dioxygenase, catalytic subunit, LigB family	Q	Secondary metabolites biosynthesis, transport and catabolism
NIDLIJIB_00665	COG0754	440517	0.0	58.808	Gsp	Glutathionylspermidine synthase, CHAP domain	E	Amino acid transport and metabolism
NIDLIJIB_00666	COG5463	444214	3.12e-103	55.157	YgiB	Uncharacterized conserved protein YgiB, UPF0441/DUF1190 family, involved in bioifilm formation	S	Function unknown
NIDLIJIB_00667	COG1538	441147	2.39e-63	25.854	TolC	Outer membrane protein TolC	M	Cell wall/membrane/envelope biogenesis
NIDLIJIB_00668	COG0494	440260	1.62e-27	29.87	MutT	8-oxo-dGTP pyrophosphatase MutT and related house-cleaning NTP pyrophosphohydrolases, NUDIX family	V	Defense mechanisms
NIDLIJIB_00669	COG3151	442385	1.22e-65	44.286	YqiB	Uncharacterized conserved protein YqiB, DUF1249 family	S	Function unknown
NIDLIJIB_00670	COG1409	441019	1.26e-57	29.885	CpdA	3',5'-cyclic AMP phosphodiesterase CpdA	T	Signal transduction mechanisms
NIDLIJIB_00671	COG3150	442384	7.54e-114	56.316	YcfP	Predicted esterase YcpF, UPF0227 family	R	General function prediction only
NIDLIJIB_00672	COG0187	439957	0.0	44.131	GyrB	DNA gyrase/topoisomerase IV, subunit B	L	Replication, recombination and repair
NIDLIJIB_00674	COG1452	441061	0.002	21.849	LptD	Lipopolysaccharide export system protein LptD/OstA, potential outer membrane flippase	M	Cell wall/membrane/envelope biogenesis
NIDLIJIB_00675	COG4222	443366	1.42e-91	33.862		Uncharacterized conserved protein, contains a phytase-like domain	S	Function unknown
NIDLIJIB_00676	COG0524	440290	4.2e-63	28.296	RbsK	Sugar or nucleoside kinase, ribokinase family	G	Carbohydrate transport and metabolism
NIDLIJIB_00677	COG2222	441824	7.82e-18	24.424	AgaS	Fructoselysine-6-P-deglycase FrlB or related protein, duplicated sugar isomerase (SIS) domain	M	Cell wall/membrane/envelope biogenesis
NIDLIJIB_00678	COG1397	441007	1.13e-38	27.907	DraG	ADP-ribosylglycohydrolase	O	Posttranslational modification, protein turnover, chaperones
NIDLIJIB_00679	COG2188	441791	3.5e-63	32.083	MngR	DNA-binding transcriptional regulator, GntR family	K	Transcription
NIDLIJIB_00680	COG2211	441813	1.93e-66	34.071	MelB	Na+/melibiose symporter or related transporter	G	Carbohydrate transport and metabolism
NIDLIJIB_00681	COG2211	441813	4.8e-43	32.673	MelB	Na+/melibiose symporter or related transporter	G	Carbohydrate transport and metabolism
NIDLIJIB_00682	COG1359	440970	7.83e-21	31.683	YgiN	Quinol monooxygenase YgiN	C	Energy production and conversion
NIDLIJIB_00683	COG2249	441850	4.93e-25	27.523	MdaB	Putative NADPH-quinone reductase (modulator of drug activity B)	R	General function prediction only
NIDLIJIB_00684	COG0642	440407	3.34e-46	28.344	BaeS	Signal transduction histidine kinase	T	Signal transduction mechanisms
NIDLIJIB_00685	COG0745	440508	1.57e-75	44.231	OmpR	DNA-binding response regulator, OmpR family, contains REC and winged-helix (wHTH) domain	T	Signal transduction mechanisms
NIDLIJIB_00686	COG3111	442345	2.99e-66	61.719	YdeI	Predicted periplasmic protein with OB-fold, involved in stress response, YdeI/OmdA family	R	General function prediction only
NIDLIJIB_00687	COG3449	442672	7.12e-57	37.821	SbmC	DNA gyrase inhibitor GyrI/SbmC	L	Replication, recombination and repair
NIDLIJIB_00689	COG2944	442187	2.54e-18	40.984	YiaG	DNA-binding transcriptional regulator YiaG, XRE-type HTH domain	K	Transcription
NIDLIJIB_00690	COG4166	443327	0.0	40.876	OppA	ABC-type oligopeptide transport system, periplasmic component	E	Amino acid transport and metabolism
NIDLIJIB_00691	COG0188	439958	0.0	41.036	GyrA	DNA gyrase/topoisomerase IV, subunit A	L	Replication, recombination and repair
NIDLIJIB_00692	COG0204	439974	4.42e-60	34.135	PlsC	1-acyl-sn-glycerol-3-phosphate acyltransferase	I	Lipid transport and metabolism
NIDLIJIB_00693	COG2132	441735	7.88e-140	40.848	SufI	Multicopper oxidase with three cupredoxin domains (includes cell division protein FtsP and spore coat protein CotA)	D	Cell cycle control, cell division, chromosome partitioning
NIDLIJIB_00694	COG1032	440655	9.7e-36	20.0	YgiQ	Radical SAM superfamily enzyme YgiQ, UPF0313 family	R	General function prediction only
NIDLIJIB_00695	COG4238	443380	5.71e-27	48.649	Lpp	Outer membrane murein-binding lipoprotein Lpp	M	Cell wall/membrane/envelope biogenesis
NIDLIJIB_00697	COG0656	440421	9e-164	54.373	ARA1	Aldo/keto reductase, related to diketogulonate reductase	Q	Secondary metabolites biosynthesis, transport and catabolism
NIDLIJIB_00698	COG1979	441582	0.0	58.462	YqdH	Alcohol dehydrogenase YqhD, Fe-dependent ADH family	C	Energy production and conversion
NIDLIJIB_00699	COG2207	441809	9.71e-28	23.622	AraC	AraC-type DNA-binding domain and AraC-containing proteins	K	Transcription
NIDLIJIB_00700	COG0586	440351	2.06e-43	35.838	DedA	Undecaprenyl phosphate translocase (flippase), DedA/Tvp38 family	M	Cell wall/membrane/envelope biogenesis
NIDLIJIB_00701	COG0626	440391	1.18e-173	37.817	MetC	Cystathionine beta-lyase/cystathionine gamma-synthase	E	Amino acid transport and metabolism
NIDLIJIB_00702	COG0811	440573	1.68e-57	34.286	TolQ	Biopolymer transport protein ExbB/TolQ	U	Intracellular trafficking, secretion, and vesicular transport
NIDLIJIB_00703	COG0848	440609	5.86e-46	38.571	ExbD	Biopolymer transport protein ExbD	U	Intracellular trafficking, secretion, and vesicular transport
NIDLIJIB_00704	COG1028	440651	1.39e-91	37.6	FabG	NAD(P)-dependent dehydrogenase, short-chain alcohol dehydrogenase family	I	Lipid transport and metabolism
NIDLIJIB_00705	COG2862	442109	5.52e-75	52.439	YqhA	Uncharacterized membrane protein YqhA related to peroxide resistance, UPF0114 family	S	Function unknown
NIDLIJIB_00706	COG0667	440431	2e-132	39.634	PdxI	Pyridoxal reductase PdxI or related oxidoreductase, aldo/keto reductase family	H	Coenzyme transport and metabolism
NIDLIJIB_00707	COG0412	440181	7.52e-83	44.541	DLH	Dienelactone hydrolase	Q	Secondary metabolites biosynthesis, transport and catabolism
NIDLIJIB_00709	COG1740	441346	0.0	54.412	HyaA	Ni,Fe-hydrogenase I small subunit	C	Energy production and conversion
NIDLIJIB_00710	COG0437	440206	5.62e-59	36.022	HybA	Fe-S-cluster-containing dehydrogenase component (DMSO reductase)	C	Energy production and conversion
NIDLIJIB_00711	COG5557	444300	5.51e-24	22.775	HybB	Ni/Fe-hydrogenase 2 integral membrane subunit HybB	C	Energy production and conversion
NIDLIJIB_00712	COG0374	440143	0.0	53.274	HyaB	Ni,Fe-hydrogenase I large subunit	C	Energy production and conversion
NIDLIJIB_00713	COG0680	440444	1.1e-54	48.344	HyaD	Ni,Fe-hydrogenase maturation factor	C	Energy production and conversion
NIDLIJIB_00715	COG0375	440144	3.89e-50	46.018	HybF	Hydrogenase maturation factor HypA/HybF, metallochaperone involved in Ni insertion	O	Posttranslational modification, protein turnover, chaperones
NIDLIJIB_00716	COG0298	440067	2.38e-29	41.333	HypC	Hydrogenase maturation factor HybG, HypC/HupF family	O	Posttranslational modification, protein turnover, chaperones
NIDLIJIB_00717	COG0625	440390	4.23e-57	31.628	GstA	Glutathione S-transferase or stringent starvation protein SspA	O	Posttranslational modification, protein turnover, chaperones
NIDLIJIB_00718	COG0754	440517	3.92e-150	34.392	Gsp	Glutathionylspermidine synthase, CHAP domain	E	Amino acid transport and metabolism
NIDLIJIB_00719	COG0306	440075	6.69e-65	26.85	PitA	Phosphate/sulfate permease	P	Inorganic ion transport and metabolism
NIDLIJIB_00720	COG0125	439895	3.53e-07	25.941	Tmk	Thymidylate kinase	F	Nucleotide transport and metabolism
NIDLIJIB_00721	COG0572	440337	0.000756	28.205	Udk	Uridine kinase	F	Nucleotide transport and metabolism
NIDLIJIB_00723	COG2244	441845	4.07e-31	20.0	RfbX	Membrane protein involved in the export of O-antigen and teichoic acid	M	Cell wall/membrane/envelope biogenesis
NIDLIJIB_00725	COG3054	442288	3.25e-99	56.805	YtfJ	Predicted transcriptional regulator YtfJ	R	General function prediction only
NIDLIJIB_00726	COG0795	440558	7.22e-53	30.172	LptF	Lipopolysaccharide export LptBFGC system, permease protein LptF	M	Cell wall/membrane/envelope biogenesis
NIDLIJIB_00727	COG0795	440558	1.58e-76	30.252	LptF	Lipopolysaccharide export LptBFGC system, permease protein LptF	M	Cell wall/membrane/envelope biogenesis
NIDLIJIB_00728	COG0156	439926	4.63e-165	41.253	BioF	7-keto-8-aminopelargonate synthetase or related enzyme	H	Coenzyme transport and metabolism
NIDLIJIB_00729	COG0236	440006	1.57e-11	29.73	AcpP	Acyl carrier protein	I	Lipid transport and metabolism
NIDLIJIB_00730	COG0451	440220	3.14e-47	28.571	WcaG	Nucleoside-diphosphate-sugar epimerase	M	Cell wall/membrane/envelope biogenesis
NIDLIJIB_00731	COG0318	440087	5.06e-109	28.242	MenE	O-succinylbenzoic acid-CoA ligase MenE or related acyl-CoA synthetase (AMP-forming)	I	Lipid transport and metabolism
NIDLIJIB_00733	COG2186	441789	8.42e-58	34.454	FadR	DNA-binding transcriptional regulator, FadR family	K	Transcription
NIDLIJIB_00734	COG0277	440046	9.37e-180	43.601	GlcD	FAD/FMN-containing lactate dehydrogenase/glycolate oxidase	C	Energy production and conversion
NIDLIJIB_00735	COG0277	440046	9.01e-46	24.876	GlcD	FAD/FMN-containing lactate dehydrogenase/glycolate oxidase	C	Energy production and conversion
NIDLIJIB_00736	COG0247	440017	2.71e-108	29.825	GlpC	Fe-S cluster-containing oxidoreductase, includes glycolate oxidase subunit GlcF	C	Energy production and conversion
NIDLIJIB_00737	COG3193	442426	6.81e-41	40.833	EfgA	Formaldehyde-binding sensor protein EfgA, GlcG/HbpS family	T	Signal transduction mechanisms
NIDLIJIB_00738	COG2225	441827	2.72e-05	35.294	AceB	Malate synthase	C	Energy production and conversion
NIDLIJIB_00739	COG1620	441227	1.83e-42	51.724	LldP	L-lactate permease	C	Energy production and conversion
NIDLIJIB_00740	COG1450	441059	4.16e-82	46.053	GspD/PilQ	Type II/type III secretion systems/type IV pilus secretin GspD/PulD/PilQ/YscC/InvG/EscC/HrcC/GspD/SctC family	N	Cell motility
NIDLIJIB_00741	COG2804	442055	0.0	55.51	GspE/PilB	Type II secretion system/type IV pilus assembly ATPase GspE/PulE/PilB	N	Cell motility
NIDLIJIB_00742	COG1459	441068	6.91e-13	44.186	GspF/PilC	Type II secretion system/type IV pilus membrane platform protein GspF/PulF/PilC	N	Cell motility
NIDLIJIB_00743	COG1459	441068	2.98e-132	45.82	GspF/PilC	Type II secretion system/type IV pilus membrane platform protein GspF/PulF/PilC	N	Cell motility
NIDLIJIB_00744	COG2165	441768	2.68e-30	38.889	GspO/PilD	Type II secretion system/type IV prepilin peptidase GspO/PulO/PilD	N	Cell motility
NIDLIJIB_00745	COG2165	441768	1.73e-06	37.037	GspO/PilD	Type II secretion system/type IV prepilin peptidase GspO/PulO/PilD	N	Cell motility
NIDLIJIB_00747	COG4795	443823	2.89e-26	40.157	PulJ/XcpW	Type II secretion system protein PulJ/XcpW	U	Intracellular trafficking, secretion, and vesicular transport
NIDLIJIB_00748	COG3156	442390	7.79e-86	38.488	PulK	Type II secretory pathway, component PulK	U	Intracellular trafficking, secretion, and vesicular transport
NIDLIJIB_00749	COG3297	442526	8.78e-67	27.696	PulL	Type II secretory pathway, component PulL	U	Intracellular trafficking, secretion, and vesicular transport
NIDLIJIB_00750	COG3149	442383	4.67e-17	28.283	PulM	Type II secretory pathway, component PulM	U	Intracellular trafficking, secretion, and vesicular transport
NIDLIJIB_00755	COG4974	443999	3.64e-17	21.374	XerD	Site-specific tyrosine recombinase XerD	L	Replication, recombination and repair
NIDLIJIB_00758	COG4570	443627	8.59e-41	41.026	RusA	Holliday junction resolvase RusA (prophage-encoded endonuclease)	L	Replication, recombination and repair
NIDLIJIB_00766	COG4197	443351	2.79e-06	36.957	YdaS	DNA-binding transcriptional regulator YdaS, prophage-encoded, Cro superfamily	K	Transcription
NIDLIJIB_00767	COG1396	441006	2.13e-17	37.333	HipB	Transcriptional regulator, contains XRE-family HTH domain	K	Transcription
NIDLIJIB_00772	COG5018	444042	1.46e-06	25.472	KapD	3'-5' exonuclease KapD, inhibitor of KinA-controlled sporulation	T	Signal transduction mechanisms
NIDLIJIB_00774	COG0582	440347	9.33e-50	20.907	FimB	Integrase/recombinase, includes phage integrase	L	Replication, recombination and repair
NIDLIJIB_00776	COG1063	440683	4.11e-129	38.304	Tdh	Threonine dehydrogenase or related Zn-dependent dehydrogenase	E	Amino acid transport and metabolism
NIDLIJIB_00777	COG4948	443975	4.48e-120	31.579	RspA	L-alanine-DL-glutamate epimerase or related enzyme of enolase superfamily	M	Cell wall/membrane/envelope biogenesis
NIDLIJIB_00779	COG1127	440744	3.8e-125	47.39	MlaF	ATPase subunit MlaF of the ABC-type intermembrane phospholipid transporter Mla	M	Cell wall/membrane/envelope biogenesis
NIDLIJIB_00780	COG0767	440530	1.95e-91	46.8	MlaE	Permease subunit MlaE of the ABC-type intermembrane phospholipid transporter Mla	M	Cell wall/membrane/envelope biogenesis
NIDLIJIB_00781	COG1463	441072	1.12e-38	41.333	MlaD	Periplasmic subunit MlaD of the ABC-type intermembrane phospholipid transporter Mla	M	Cell wall/membrane/envelope biogenesis
NIDLIJIB_00782	COG2854	442102	2.26e-70	38.043	MlaC	Periplasmic subunit MlaC of the ABC-type intermembrane phospholipid transporter Mla	M	Cell wall/membrane/envelope biogenesis
NIDLIJIB_00783	COG3113	442347	4.24e-23	47.959	MlaB	MlaB (STAS domain) subunit of the ABC-type intermembrane phospholipid transporter Mla	M	Cell wall/membrane/envelope biogenesis
NIDLIJIB_00784	COG5007	444031	2.21e-48	55.556	IbaG	Acid stress protein IbaG/YrbA, BolA-like family	T	Signal transduction mechanisms
NIDLIJIB_00785	COG0766	440529	0.0	64.115	MurA	UDP-N-acetylglucosamine enolpyruvyl transferase	M	Cell wall/membrane/envelope biogenesis
NIDLIJIB_00786	COG3423	442649	2.07e-36	71.875	SfsB	Predicted transcriptional regulator, lambda repressor-like DNA-binding domain	K	Transcription
NIDLIJIB_00787	COG0142	439912	2.5e-149	43.465	IspA	Geranylgeranyl pyrophosphate synthase	H	Coenzyme transport and metabolism
NIDLIJIB_00788	COG0261	440031	3.96e-54	54.369	RplU	Ribosomal protein L21	J	Translation, ribosomal structure and biogenesis
NIDLIJIB_00789	COG0211	439981	4.52e-54	74.699	RpmA	Ribosomal protein L27	J	Translation, ribosomal structure and biogenesis
NIDLIJIB_00790	COG0697	440461	9.71e-30	26.599	EamA	Amino acid export permease, drug/metabolite transporter (DMT) superfamily	E	Amino acid transport and metabolism
NIDLIJIB_00791	COG0536	440302	0.0	56.546	Obg	GTPase involved in cell partioning and DNA repair	D	Cell cycle control, cell division, chromosome partitioning
NIDLIJIB_00792	COG2027	441630	1.39e-164	32.917	DacB	D-alanyl-D-alanine carboxypeptidase	M	Cell wall/membrane/envelope biogenesis
NIDLIJIB_00793	COG0782	440545	4.84e-82	54.487	GreA	Transcription elongation factor, GreA/GreB family	K	Transcription
NIDLIJIB_00794	COG1534	441143	1.08e-43	61.957	YhbY	RNA-binding protein YhbY	J	Translation, ribosomal structure and biogenesis
NIDLIJIB_00795	COG0293	440062	3.76e-145	64.593	RlmE	23S rRNA U2552 or 16S rRNA-U1369 or eukaryotic tRNA-C32/G34 (ribose-2'-O)-methylase RlmE/FtsJ/TRM7	J	Translation, ribosomal structure and biogenesis
NIDLIJIB_00796	COG0465	440233	0.0	64.055	HflB	ATP-dependent Zn proteases	O	Posttranslational modification, protein turnover, chaperones
NIDLIJIB_00797	COG0294	440063	3.52e-172	57.401	FolP	Dihydropteroate synthase	H	Coenzyme transport and metabolism
NIDLIJIB_00798	COG1109	440726	0.0	42.451	ManB	Phosphomannomutase	G	Carbohydrate transport and metabolism
NIDLIJIB_00799	COG1314	440925	2.93e-34	54.651	SecG	Protein translocase subunit SecG	U	Intracellular trafficking, secretion, and vesicular transport
NIDLIJIB_00801	COG2194	441797	3.28e-63	27.79	OpgE	Phosphoethanolamine transferase for periplasmic glucans OpgE, AlkP superfamily	M	Cell wall/membrane/envelope biogenesis
NIDLIJIB_00802	COG0137	439907	7.87e-174	32.282	ArgG	Argininosuccinate synthase	E	Amino acid transport and metabolism
NIDLIJIB_00804	COG0779	440542	1.68e-75	47.682	RimP	Ribosome maturation factor RimP	J	Translation, ribosomal structure and biogenesis
NIDLIJIB_00805	COG0195	439965	5.42e-150	48.433	NusA	Transcription antitermination factor NusA, contains S1 and KH domains	K	Transcription
NIDLIJIB_00806	COG0532	440298	0.0	71.514	InfB	Translation initiation factor IF-2, a GTPase	J	Translation, ribosomal structure and biogenesis
